RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
8864,15781129.0,687,2,1,38,6,69434.4,2,1,1,66580.13,1,2017-09-15 00:00:00
8865,15599124.0,832,1,2,29,5,0.0,2,1,0,178779.52,0,2018-06-17 00:00:00
8866,15639004.0,668,1,1,72,5,0.0,2,1,1,70783.61,0,2018-09-02 00:00:00
8867,15810995.0,526,3,1,34,4,122726.56,1,1,1,46772.36,0,2019-04-11 00:00:00
8868,15653773.0,457,1,2,38,4,164496.99,1,1,1,163327.27,0,2019-06-10 00:00:00
8869,15708357.0,649,2,2,38,3,0.0,1,1,0,103760.53,0,2019-11-18 00:00:00
8870,15733597.0,669,1,2,41,3,150219.41,2,0,0,107839.03,0,2019-11-19 00:00:00
8871,15789560.0,668,1,1,42,3,187534.79,1,1,1,32900.41,1,2019-12-18 00:00:00
8872,15699524.0,466,1,2,30,6,0.0,1,1,0,193984.6,0,2016-12-18 00:00:00
8873,15626475.0,685,1,1,30,3,0.0,2,1,1,140889.32,0,2019-11-25 00:00:00
8874,15810839.0,610,1,1,34,7,103108.17,1,0,0,125646.82,0,2016-09-13 00:00:00
8875,15684318.0,582,3,2,50,5,96486.57,2,1,1,20344.02,0,2018-09-07 00:00:00
8876,15768120.0,702,3,1,36,5,90560.48,2,1,0,174268.87,0,2018-07-25 00:00:00
8877,15712807.0,556,2,1,46,3,131764.96,1,1,1,108500.66,1,2019-09-28 00:00:00
8878,15696371.0,812,2,2,24,4,92476.88,1,0,0,83247.14,0,2019-02-02 00:00:00
8879,15675794.0,645,3,1,47,7,152076.93,1,1,0,121840.2,1,2016-06-21 00:00:00
8880,15774277.0,809,1,1,43,6,0.0,2,1,1,132908.07,0,2017-03-12 00:00:00
8881,15603764.0,560,1,1,49,7,0.0,1,1,1,100075.1,1,2016-06-06 00:00:00
8882,15618647.0,744,1,1,29,7,43504.42,1,1,1,119327.75,0,2016-09-01 00:00:00
8883,15614643.0,731,2,2,39,6,0.0,2,1,0,136737.13,0,2016-09-24 00:00:00
8884,15707696.0,471,2,2,28,4,0.0,2,1,1,22356.97,0,2018-10-07 00:00:00
8885,15749583.0,686,3,2,38,4,93569.86,3,0,0,10137.34,1,2018-12-14 00:00:00
8886,15815125.0,668,2,1,45,4,102486.21,2,1,1,158379.25,0,2019-08-24 00:00:00
8887,15779620.0,575,1,1,36,4,0.0,1,0,1,94570.56,0,2019-09-19 00:00:00
8888,15768233.0,435,3,1,37,3,114346.3,1,0,1,980.93,1,2019-11-09 00:00:00
8889,15637788.0,743,1,1,23,3,110203.77,1,1,0,95583.45,0,2019-12-05 00:00:00
8890,15777046.0,580,1,2,39,3,128362.59,1,1,0,86044.98,0,2019-10-28 00:00:00
8891,15788723.0,599,3,2,49,7,143888.22,2,1,1,166236.38,1,2016-09-18 00:00:00
8892,15790489.0,534,2,1,34,6,170600.78,1,0,1,5240.53,0,2016-09-23 00:00:00
8893,15739476.0,680,1,2,32,6,0.0,1,1,1,150684.23,0,2016-11-21 00:00:00
8894,15612670.0,631,2,2,46,6,0.0,2,1,1,129508.96,0,2016-12-21 00:00:00
8895,15631222.0,485,1,2,39,5,75339.64,1,1,1,70665.16,0,2018-07-18 00:00:00
8896,15658972.0,699,1,2,40,4,122038.34,1,1,0,102085.35,0,2019-03-23 00:00:00
8897,15724691.0,712,1,1,34,3,0.0,2,1,1,195052.12,0,2019-12-31 00:00:00
8898,15740442.0,603,1,1,51,5,186825.57,1,1,0,93739.71,1,2018-08-18 00:00:00
8899,15760427.0,850,1,1,40,7,124788.18,1,1,0,65612.12,0,2016-03-17 00:00:00
8900,15677939.0,584,1,2,41,6,0.0,2,1,1,160095.48,0,2016-12-15 00:00:00
8901,15611599.0,604,1,2,71,6,0.0,2,1,1,49506.82,0,2016-12-22 00:00:00
8902,15633474.0,586,1,1,51,5,138553.57,1,1,1,92406.22,0,2018-09-13 00:00:00
8903,15671973.0,467,2,1,39,3,0.0,2,1,1,7415.96,0,2019-09-29 00:00:00
8904,15790019.0,520,1,1,35,3,105387.89,1,1,1,25059.06,0,2019-11-03 00:00:00
8905,15737735.0,683,2,1,40,3,95053.1,1,1,1,116816.54,1,2019-11-21 00:00:00
8906,15661745.0,557,1,1,36,3,0.0,1,0,1,144078.02,0,2019-11-24 00:00:00
8907,15797065.0,613,2,2,32,6,0.0,2,0,1,126675.62,0,2017-08-05 00:00:00
8908,15710671.0,786,1,1,34,5,137361.96,1,0,0,183682.09,0,2017-09-24 00:00:00
8909,15656522.0,593,2,1,32,4,158537.42,1,1,0,166850.57,0,2019-03-02 00:00:00
8910,15705085.0,670,2,2,29,4,0.0,2,1,0,27359.19,0,2019-06-14 00:00:00
8911,15744873.0,657,3,2,48,6,143595.87,1,0,0,101314.65,1,2017-09-12 00:00:00
8912,15781914.0,718,3,1,32,4,169947.41,2,1,1,27979.16,0,2019-05-02 00:00:00
8913,15637354.0,623,1,2,24,6,148167.83,2,1,1,109470.34,0,2016-11-08 00:00:00
8914,15717307.0,496,1,1,31,4,0.0,2,1,0,93713.13,0,2019-09-05 00:00:00
8915,15746695.0,429,1,2,39,4,48023.83,1,1,0,74870.99,0,2019-09-15 00:00:00
8916,15804962.0,606,1,1,36,6,155655.46,1,1,1,192387.51,1,2017-05-14 00:00:00
8917,15665378.0,499,1,2,46,6,0.0,2,1,0,73457.55,0,2017-03-22 00:00:00
8918,15757865.0,642,1,1,62,5,0.0,2,1,1,61120.75,0,2018-05-20 00:00:00
8919,15578787.0,641,1,2,52,4,0.0,1,1,0,90964.54,1,2018-10-22 00:00:00
8920,15794323.0,673,1,1,32,4,121240.76,1,1,0,116969.73,0,2019-02-02 00:00:00
8921,15697546.0,570,1,2,36,7,0.0,2,1,0,92118.75,0,2016-03-16 00:00:00
8922,15629519.0,472,1,2,37,5,0.0,2,1,1,48357.9,0,2018-04-24 00:00:00
8923,15624703.0,550,3,1,35,4,129847.75,2,1,0,197325.4,0,2018-11-17 00:00:00
8924,15570002.0,625,3,2,55,7,118772.71,4,0,0,135853.62,1,2016-08-24 00:00:00
8925,15808566.0,516,1,1,46,4,0.0,2,1,1,169122.54,0,2018-10-19 00:00:00
8926,15805463.0,682,3,1,32,4,105163.88,2,1,1,164170.46,0,2019-05-26 00:00:00
8927,15709136.0,620,1,1,28,6,0.0,2,1,1,199909.32,0,2017-06-02 00:00:00
8928,15801605.0,626,1,2,39,5,0.0,2,1,1,83295.09,0,2017-12-03 00:00:00
8929,15567855.0,623,1,2,29,5,0.0,2,0,0,39382.06,0,2018-06-17 00:00:00
8930,15675141.0,569,1,2,35,6,93934.63,1,1,0,184748.23,0,2017-05-26 00:00:00
8931,15665759.0,724,1,2,69,6,117866.92,1,1,1,62280.91,0,2017-06-19 00:00:00
8932,15761487.0,678,1,2,55,5,0.0,1,0,1,196794.11,1,2018-04-13 00:00:00
8933,15700394.0,713,2,2,26,5,122857.46,2,1,0,144682.17,1,2018-08-28 00:00:00
8934,15631162.0,631,1,1,32,5,0.0,2,0,1,196342.66,0,2018-09-02 00:00:00
8935,15630641.0,846,1,2,37,4,127103.97,1,1,1,41516.44,0,2018-11-16 00:00:00
8936,15585066.0,660,1,2,43,4,0.0,1,0,1,112026.1,1,2019-03-29 00:00:00
8937,15722991.0,567,1,1,54,3,96402.96,1,0,0,52035.29,1,2019-09-29 00:00:00
8938,15737404.0,731,1,1,31,4,132512.26,1,1,1,185466.85,0,2019-09-09 00:00:00
8939,15722409.0,693,2,1,47,7,107604.66,1,1,1,80149.27,0,2016-06-22 00:00:00
8940,15806420.0,772,1,1,34,5,0.0,2,1,0,170980.86,0,2017-12-08 00:00:00
8941,15658148.0,657,1,1,38,5,0.0,2,1,0,185827.74,0,2017-12-17 00:00:00
8942,15810660.0,774,3,1,34,7,120875.23,2,0,1,113407.26,0,2016-07-27 00:00:00
8943,15709780.0,667,1,2,37,7,71786.9,2,1,1,67734.79,0,2016-04-04 00:00:00
8944,15727350.0,516,1,2,37,6,113143.12,1,0,0,3363.36,0,2016-12-03 00:00:00
8945,15752312.0,551,2,1,49,4,150777.72,2,1,1,135757.27,0,2019-04-10 00:00:00
8946,15616745.0,542,2,1,35,5,174894.53,1,1,1,22314.55,0,2017-12-19 00:00:00
8947,15572294.0,623,1,1,28,5,0.0,1,0,0,129526.57,0,2018-01-27 00:00:00
8948,15674110.0,701,1,2,43,6,160416.56,1,0,1,37266.43,0,2017-05-31 00:00:00
8949,15662501.0,583,1,1,48,5,91246.53,1,1,0,60017.46,1,2018-04-19 00:00:00
8950,15649239.0,731,2,1,46,5,0.0,2,1,0,153015.42,0,2018-06-26 00:00:00
8951,15700424.0,461,1,2,35,7,0.0,1,1,1,54209.02,0,2016-03-23 00:00:00
8952,15636388.0,702,3,2,23,6,98775.23,1,1,0,114603.96,0,2016-12-30 00:00:00
8953,15713975.0,565,3,2,47,6,139756.12,1,1,0,165849.49,1,2017-06-11 00:00:00
8954,15592925.0,711,2,1,42,5,177626.77,3,0,1,16392.72,1,2017-10-17 00:00:00
8955,15581626.0,664,1,1,54,4,0.0,1,1,1,162719.69,1,2019-08-24 00:00:00
8956,15641319.0,518,2,1,50,4,0.0,1,0,0,107112.25,1,2019-05-31 00:00:00
8957,15723481.0,728,2,1,42,3,0.0,2,0,1,41823.22,0,2019-12-05 00:00:00
8958,15787825.0,585,3,1,37,7,152496.82,1,1,1,99907.29,0,2016-05-19 00:00:00
8959,15710726.0,573,1,1,52,5,0.0,2,0,1,178229.04,0,2018-05-13 00:00:00
8960,15627195.0,568,3,1,26,4,112930.28,2,1,0,22095.73,0,2019-05-08 00:00:00
8961,15657957.0,602,3,2,26,4,113674.2,1,1,0,197861.16,1,2019-05-17 00:00:00
8962,15676117.0,603,1,1,44,7,0.0,1,1,0,138328.24,0,2016-06-13 00:00:00
8963,15607874.0,687,1,1,38,4,144450.58,1,0,1,137276.83,0,2019-03-16 00:00:00
8964,15796993.0,741,1,1,52,4,171236.3,2,0,0,21834.4,1,2019-05-15 00:00:00
8965,15649858.0,469,2,1,37,4,96776.49,1,1,1,119890.86,0,2019-07-03 00:00:00
8966,15811032.0,477,3,2,58,3,145984.92,1,1,1,24564.7,0,2019-10-10 00:00:00
8967,15679963.0,737,3,1,43,7,96353.8,1,0,0,10209.8,0,2016-03-15 00:00:00
8968,15579131.0,835,1,1,25,5,0.0,2,1,1,83449.65,0,2018-02-15 00:00:00
8969,15572428.0,717,3,2,33,4,115777.23,1,1,1,81508.1,0,2018-11-08 00:00:00
8970,15622461.0,562,1,2,51,4,122822.0,2,0,0,32626.21,0,2019-06-04 00:00:00
8971,15636105.0,758,2,1,61,3,0.0,2,1,1,43982.41,0,2019-10-01 00:00:00
8972,15583849.0,408,1,1,40,5,0.0,2,0,0,124874.23,0,2017-11-27 00:00:00
8973,15718780.0,650,2,2,32,6,79450.09,1,1,1,118324.75,0,2016-10-17 00:00:00
8974,15739271.0,582,3,1,33,6,122394.0,1,1,1,22113.93,0,2017-04-10 00:00:00
8975,15697129.0,706,2,2,43,6,0.0,2,1,0,31962.77,0,2017-05-04 00:00:00
8976,15763415.0,567,3,1,41,6,134378.89,1,1,1,105746.94,0,2017-05-07 00:00:00
8977,15796617.0,720,1,1,29,4,0.0,2,1,0,39925.52,0,2018-12-28 00:00:00
8978,15626628.0,631,2,2,31,4,88161.85,2,1,0,127630.88,0,2019-08-07 00:00:00
8979,15765857.0,623,2,1,41,3,142412.13,1,1,0,28778.98,0,2019-10-05 00:00:00
8980,15742511.0,514,1,1,35,3,121030.9,1,1,0,10008.68,0,2019-10-12 00:00:00
8981,15786433.0,650,3,2,35,7,165982.43,2,1,1,24482.16,0,2016-01-01 00:00:00
8982,15685805.0,673,2,2,35,5,0.0,2,1,0,98618.79,0,2018-06-22 00:00:00
8983,15627971.0,504,1,2,32,5,206663.75,1,0,0,16281.94,0,2018-06-30 00:00:00
8984,15783025.0,723,3,1,37,7,94661.53,2,1,0,121239.65,0,2016-02-21 00:00:00
8985,15726289.0,645,1,1,25,5,174400.36,1,1,0,42669.37,0,2017-12-24 00:00:00
8986,15802118.0,664,2,1,41,3,123428.69,1,1,1,164924.11,0,2019-11-12 00:00:00
8987,15607990.0,760,2,1,43,5,175735.5,1,1,1,157337.29,0,2017-12-29 00:00:00
8988,15695932.0,766,2,1,36,4,78381.13,1,0,1,153831.6,0,2018-10-26 00:00:00
8989,15812279.0,634,1,1,37,4,115345.86,2,0,0,168781.8,0,2019-01-15 00:00:00
8990,15687558.0,640,3,2,31,4,118613.34,1,1,0,168469.65,0,2019-04-17 00:00:00
8991,15729065.0,784,3,1,28,4,109960.06,2,1,1,170829.87,0,2019-07-22 00:00:00
8992,15698902.0,547,3,2,42,5,142703.4,1,1,0,86207.49,1,2017-09-23 00:00:00
8993,15570192.0,608,3,2,40,4,121729.42,1,0,0,61164.45,0,2018-12-31 00:00:00
8994,15809265.0,547,1,2,35,4,0.0,1,1,1,133287.73,0,2019-03-05 00:00:00
8995,15745201.0,612,1,2,43,5,139496.35,2,1,1,77128.23,0,2018-05-20 00:00:00
8996,15580623.0,573,2,1,28,5,0.0,2,0,0,77660.03,0,2018-07-29 00:00:00
8997,15578156.0,615,2,1,32,4,138521.83,1,1,1,56897.1,0,2019-01-09 00:00:00
8998,15631063.0,710,1,2,33,6,0.0,2,1,0,72945.32,0,2017-08-25 00:00:00
8999,15692577.0,674,3,2,38,5,83727.68,1,1,0,45418.12,0,2017-11-04 00:00:00
9000,15810910.0,702,2,2,38,3,0.0,2,1,1,158527.45,0,2019-11-11 00:00:00
9001,15723217.0,616,1,1,37,6,0.0,1,1,0,111312.96,0,2016-11-17 00:00:00
9002,15733111.0,688,2,1,32,6,124179.3,1,1,1,138759.15,0,2017-04-21 00:00:00
9003,15610727.0,605,1,1,36,6,128829.25,1,1,0,190588.59,0,2017-04-22 00:00:00
9004,15792720.0,676,1,1,33,5,171490.78,1,0,0,79099.64,0,2018-09-09 00:00:00
9005,15723153.0,708,2,1,33,4,0.0,2,1,0,138613.21,0,2018-09-28 00:00:00
9006,15802823.0,745,2,2,38,4,0.0,2,1,1,194230.82,0,2019-01-25 00:00:00
9007,15756118.0,661,2,1,20,6,0.0,1,1,0,110252.53,0,2016-12-31 00:00:00
9008,15684934.0,726,1,1,31,5,0.0,2,1,1,106117.3,0,2017-12-15 00:00:00
9009,15776936.0,475,1,1,40,4,160818.08,1,0,1,169642.13,1,2019-09-09 00:00:00
9010,15729087.0,751,3,1,54,6,156367.6,2,0,1,116179.92,0,2016-11-07 00:00:00
9011,15786463.0,645,3,2,59,7,121669.93,2,0,0,91.75,1,2016-04-18 00:00:00
9012,15717498.0,775,1,1,42,5,133970.22,2,0,1,187839.9,0,2018-02-07 00:00:00
9013,15718406.0,540,1,1,41,4,0.0,2,1,0,121098.65,0,2018-09-26 00:00:00
9014,15799468.0,591,1,2,34,4,96127.27,1,0,0,30972.06,0,2019-07-18 00:00:00
9015,15626383.0,596,2,1,60,6,121907.97,1,0,1,30314.04,0,2017-09-17 00:00:00
9016,15597385.0,573,2,1,41,3,0.0,2,0,1,14479.29,0,2019-12-24 00:00:00
9017,15570271.0,577,2,1,31,3,0.0,1,1,1,196395.25,0,2019-11-10 00:00:00
9018,15690330.0,830,3,2,40,6,77701.64,1,0,1,19512.38,0,2016-11-13 00:00:00
9019,15680611.0,663,1,1,67,5,0.0,3,1,1,72318.77,0,2017-12-11 00:00:00
9020,15810227.0,421,1,1,34,4,0.0,2,1,1,96615.23,0,2019-03-06 00:00:00
9021,15807194.0,718,2,1,34,3,113922.44,2,1,0,30772.22,0,2019-11-24 00:00:00
9022,15712199.0,655,3,2,61,4,183997.7,2,1,1,161217.18,0,2019-05-18 00:00:00
9023,15694995.0,712,1,1,23,5,0.0,2,0,1,66795.78,0,2018-05-19 00:00:00
9024,15723400.0,663,1,1,28,6,0.0,2,1,1,123969.64,0,2017-07-17 00:00:00
9025,15654772.0,640,1,2,47,5,89799.46,2,0,1,13783.77,1,2018-04-26 00:00:00
9026,15574743.0,577,2,1,29,6,0.0,1,1,1,168924.41,0,2016-10-17 00:00:00
9027,15807593.0,546,2,2,36,5,85660.96,1,0,0,134778.01,0,2018-06-28 00:00:00
9028,15686718.0,802,3,1,37,7,115569.21,1,0,1,119782.89,0,2016-07-17 00:00:00
9029,15695299.0,590,1,2,45,5,81828.22,1,1,0,52167.97,0,2017-12-29 00:00:00
9030,15722701.0,594,3,1,18,5,132694.73,1,1,0,167689.56,0,2018-05-04 00:00:00
9031,15799635.0,577,2,1,51,4,108867.0,1,0,0,140800.66,1,2018-11-08 00:00:00
9032,15742323.0,541,1,1,39,3,0.0,2,1,0,19823.02,0,2019-12-03 00:00:00
9033,15658435.0,781,1,2,27,4,0.0,2,0,0,72969.9,0,2019-02-05 00:00:00
9034,15586029.0,806,3,1,34,5,96152.68,2,1,0,143711.02,0,2018-07-08 00:00:00
9035,15772337.0,723,3,2,49,4,153855.52,1,1,1,180862.26,1,2019-02-21 00:00:00
9036,15807555.0,535,1,1,45,7,0.0,2,1,0,125658.28,0,2016-09-04 00:00:00
9037,15603378.0,768,1,2,36,6,141334.95,1,0,1,125870.5,0,2017-09-08 00:00:00
9038,15792862.0,653,3,1,41,4,104584.11,1,1,0,15126.32,1,2019-07-23 00:00:00
9039,15657349.0,803,3,2,50,6,98173.02,1,0,0,22457.25,1,2017-05-26 00:00:00
9040,15777614.0,545,2,2,44,7,0.0,2,1,1,82614.89,0,2016-03-26 00:00:00
9041,15653952.0,581,3,2,38,6,135157.05,1,1,1,32919.42,0,2016-10-15 00:00:00
9042,15724336.0,513,3,2,49,5,171601.27,1,1,0,126223.84,0,2018-07-22 00:00:00
9043,15689594.0,731,1,1,29,7,179539.2,1,0,0,112010.02,0,2016-08-24 00:00:00
9044,15801920.0,727,3,1,39,5,80615.46,2,0,0,180962.32,0,2018-09-17 00:00:00
9045,15653347.0,560,2,1,47,4,0.0,1,0,0,128882.66,1,2019-04-15 00:00:00
9046,15749951.0,766,3,1,27,6,126285.73,1,1,0,177614.17,1,2017-04-10 00:00:00
9047,15648178.0,630,3,2,23,4,137964.51,1,0,1,174570.55,0,2019-09-07 00:00:00
9048,15738662.0,652,3,1,41,6,159434.03,1,1,0,178373.93,0,2017-06-02 00:00:00
9049,15640855.0,729,3,1,40,5,113574.61,2,1,0,103396.08,0,2018-01-28 00:00:00
9050,15584288.0,629,1,2,33,5,0.0,2,1,1,59129.72,0,2018-06-09 00:00:00
9051,15760988.0,667,3,1,33,4,124573.33,2,0,0,683.37,0,2019-07-12 00:00:00
9052,15569624.0,671,3,2,31,3,105864.6,2,1,0,145567.34,0,2019-11-04 00:00:00
9053,15597949.0,768,3,2,47,6,104552.61,1,1,0,48137.08,1,2016-11-05 00:00:00
9054,15604551.0,732,1,2,35,6,0.0,2,1,0,90876.95,0,2017-06-09 00:00:00
9055,15617476.0,546,1,2,30,4,0.0,2,0,1,198543.09,0,2019-04-27 00:00:00
9056,15645323.0,630,1,1,55,4,0.0,1,1,1,106202.07,1,2018-09-26 00:00:00
9057,15793311.0,765,3,2,46,6,119492.88,2,0,1,166896.01,1,2017-09-07 00:00:00
9058,15764153.0,704,1,2,33,7,130499.09,2,1,1,74804.36,0,2016-04-27 00:00:00
9059,15802560.0,470,2,2,48,3,140576.11,1,1,1,116971.05,0,2019-11-26 00:00:00
9060,15728608.0,688,3,2,34,6,91025.58,2,0,1,163783.0,0,2016-11-29 00:00:00
9061,15770474.0,685,1,2,33,4,0.0,3,0,1,70221.13,1,2018-12-03 00:00:00
9062,15724444.0,567,1,2,38,3,125877.65,2,1,1,107841.77,0,2019-11-05 00:00:00
9063,15753110.0,720,2,1,64,4,45752.78,2,1,0,79623.28,1,2019-05-22 00:00:00
9064,15711521.0,609,1,1,39,7,121778.71,1,1,1,138399.67,0,2016-03-25 00:00:00
9065,15632816.0,521,3,2,49,5,127948.57,1,1,1,182765.14,0,2018-06-09 00:00:00
9066,15693637.0,556,1,2,30,6,0.0,2,1,1,186648.19,0,2017-01-02 00:00:00
9067,15725509.0,662,3,1,30,5,115286.68,2,1,1,149587.92,0,2017-10-06 00:00:00
9068,15684645.0,704,3,1,41,6,62078.21,2,1,0,129050.67,0,2017-03-19 00:00:00
9069,15692235.0,750,1,2,38,6,0.0,2,1,0,47764.99,0,2017-06-04 00:00:00
9070,15777459.0,619,2,2,32,6,175406.13,2,1,1,172792.43,1,2017-07-20 00:00:00
9071,15656937.0,468,2,1,26,5,131643.25,1,1,0,64436.16,0,2017-10-05 00:00:00
9072,15610643.0,435,3,1,44,5,151739.65,1,1,0,167461.5,0,2018-09-14 00:00:00
9073,15777315.0,529,1,1,43,4,93616.35,2,0,0,98348.66,0,2018-11-19 00:00:00
9074,15611058.0,702,3,2,60,4,138597.54,2,1,1,41536.59,1,2019-04-22 00:00:00
9075,15630413.0,608,1,2,41,3,0.0,2,1,1,72462.25,0,2019-11-18 00:00:00
9076,15635942.0,576,1,1,40,7,0.0,2,1,0,112465.19,1,2016-06-16 00:00:00
9077,15648858.0,666,1,2,27,6,85225.21,1,0,1,64511.44,0,2016-11-28 00:00:00
9078,15810732.0,730,1,2,36,4,148749.29,2,1,0,91830.75,0,2018-10-21 00:00:00
9079,15705448.0,647,3,1,52,6,130013.12,1,1,1,190806.36,1,2016-12-01 00:00:00
9080,15730488.0,516,2,2,27,5,0.0,1,0,1,112311.15,0,2018-09-06 00:00:00
9081,15620443.0,711,1,2,81,4,0.0,2,1,1,72276.24,0,2018-12-02 00:00:00
9082,15741078.0,736,1,1,54,6,111729.47,2,0,1,84920.49,0,2016-10-15 00:00:00
9083,15753161.0,768,1,2,36,5,180169.44,2,1,0,17348.56,0,2017-12-10 00:00:00
9084,15711396.0,427,2,1,40,4,0.0,2,1,1,82870.75,0,2019-03-22 00:00:00
9085,15593499.0,686,2,2,47,7,0.0,1,1,0,32080.69,1,2016-09-13 00:00:00
9086,15579189.0,690,1,2,42,6,0.0,2,0,1,120512.08,0,2016-11-17 00:00:00
9087,15743545.0,647,2,2,29,6,0.0,2,1,0,179032.68,0,2017-09-22 00:00:00
9088,15791316.0,714,1,1,35,5,0.0,2,1,1,95623.28,0,2017-11-10 00:00:00
9089,15608246.0,736,3,2,36,3,103914.17,1,1,1,110035.88,1,2019-09-28 00:00:00
9090,15676526.0,608,1,2,34,7,88772.87,1,1,1,168822.01,0,2016-06-14 00:00:00
9091,15813911.0,809,1,2,39,6,0.0,1,1,0,77705.75,0,2017-08-08 00:00:00
9092,15630195.0,745,1,2,40,3,131184.67,1,1,1,49815.62,0,2019-12-14 00:00:00
9093,15736250.0,781,1,1,38,6,117810.79,1,0,1,65632.33,1,2016-12-21 00:00:00
9094,15671334.0,527,1,1,31,6,0.0,1,1,0,169361.89,0,2017-09-10 00:00:00
9095,15574169.0,595,3,2,32,6,92466.21,1,1,0,4721.3,0,2017-09-12 00:00:00
9096,15718839.0,850,3,2,38,3,102741.15,2,0,1,23974.85,0,2019-12-23 00:00:00
9097,15762331.0,569,1,1,37,6,178755.84,1,1,0,199929.17,0,2017-07-10 00:00:00
9098,15606901.0,728,1,1,43,5,0.0,2,1,0,40023.7,0,2017-11-27 00:00:00
9099,15713559.0,473,3,2,32,7,146602.25,2,1,1,72946.95,0,2016-03-19 00:00:00
9100,15768881.0,738,1,1,29,5,0.0,2,1,1,170421.13,0,2017-11-08 00:00:00
9101,15743075.0,659,1,1,35,5,0.0,2,1,1,58879.11,0,2018-05-10 00:00:00
9102,15660980.0,597,2,1,38,7,115702.67,2,1,1,25059.05,0,2016-04-05 00:00:00
9103,15810942.0,445,3,2,61,6,137655.31,1,0,1,29909.84,0,2016-10-31 00:00:00
9104,15728362.0,671,1,2,29,4,0.0,2,1,0,158043.11,0,2019-09-10 00:00:00
9105,15683339.0,656,2,2,34,3,59877.33,1,1,0,14032.62,1,2019-11-03 00:00:00
9106,15685476.0,658,1,1,31,7,100082.14,1,0,1,49809.88,0,2016-09-19 00:00:00
9107,15663650.0,698,3,1,52,6,107304.39,3,1,0,28806.32,1,2016-09-24 00:00:00
9108,15617434.0,655,2,1,38,6,0.0,1,0,1,90490.33,0,2016-10-05 00:00:00
9109,15622470.0,772,2,1,41,4,96032.22,1,1,1,75825.57,0,2018-12-02 00:00:00
9110,15703682.0,681,2,1,33,4,0.0,1,0,0,158336.36,0,2019-01-31 00:00:00
9111,15727391.0,688,3,1,29,4,144553.5,2,1,0,143454.95,0,2019-04-15 00:00:00
9112,15711062.0,633,3,1,40,6,86172.81,2,1,1,117279.49,0,2017-08-26 00:00:00
9113,15567339.0,735,1,1,73,5,0.0,1,1,1,114283.33,0,2018-06-06 00:00:00
9114,15760662.0,521,3,2,29,4,87212.8,1,1,1,994.86,0,2018-10-23 00:00:00
9115,15605737.0,541,1,1,36,4,0.0,2,1,0,124795.84,0,2019-02-08 00:00:00
9116,15692977.0,612,3,2,36,7,130700.92,2,0,0,77592.8,0,2016-05-15 00:00:00
9117,15672082.0,562,1,1,62,6,0.0,2,1,0,105986.01,0,2017-03-10 00:00:00
9118,15600280.0,703,1,2,32,6,0.0,2,0,0,33606.52,0,2016-11-21 00:00:00
9119,15804052.0,710,2,1,23,5,0.0,2,1,1,134188.11,0,2017-11-09 00:00:00
9120,15576065.0,731,2,2,40,5,171325.98,1,1,1,159718.27,1,2018-05-15 00:00:00
9121,15796838.0,703,2,1,58,4,92930.92,1,0,1,85148.78,0,2018-11-27 00:00:00
9122,15693526.0,618,1,2,40,6,0.0,1,1,0,119059.13,0,2017-01-08 00:00:00
9123,15748595.0,689,1,2,29,4,77556.79,2,1,1,122998.26,0,2019-04-05 00:00:00
9124,15679029.0,718,1,1,33,3,102874.28,1,0,0,117841.06,0,2019-10-30 00:00:00
9125,15753639.0,608,1,1,37,5,146093.39,2,0,0,160593.41,0,2017-12-21 00:00:00
9126,15604138.0,749,2,1,34,5,0.0,1,0,0,174189.04,1,2018-04-05 00:00:00
9127,15666095.0,753,2,1,51,5,79811.72,2,0,1,68260.27,1,2018-06-17 00:00:00
9128,15643487.0,630,2,1,39,4,105473.74,1,0,0,58854.88,1,2019-04-05 00:00:00
9129,15764033.0,693,3,2,43,6,121927.92,1,1,0,87994.95,1,2017-03-30 00:00:00
9130,15747288.0,838,2,2,40,5,61671.19,1,0,1,150659.35,1,2018-04-23 00:00:00
9131,15790599.0,756,3,2,39,3,149363.12,2,1,1,109098.39,0,2019-11-30 00:00:00
9132,15737705.0,775,1,2,27,5,152309.37,1,1,0,104112.0,0,2018-06-16 00:00:00
9133,15737194.0,635,1,2,33,3,0.0,2,1,0,122949.71,0,2019-12-26 00:00:00
9134,15726776.0,705,2,1,36,4,111629.29,1,1,1,21807.16,0,2019-05-24 00:00:00
9135,15804357.0,481,1,1,40,5,0.0,1,1,1,32319.93,0,2018-02-20 00:00:00
9136,15664432.0,727,2,2,49,4,96296.78,1,1,0,190457.87,1,2019-03-08 00:00:00
9137,15688984.0,595,1,1,20,4,95830.43,1,1,0,177738.98,0,2018-11-16 00:00:00
9138,15583026.0,535,1,2,38,7,135919.33,1,1,0,80425.65,0,2016-02-27 00:00:00
9139,15771668.0,578,1,1,59,6,185966.64,1,0,0,9445.42,1,2016-11-25 00:00:00
9140,15779904.0,597,1,2,29,4,0.0,2,1,1,174825.57,0,2019-01-01 00:00:00
9141,15784323.0,449,1,2,21,7,0.0,2,0,0,175743.92,0,2016-04-13 00:00:00
9142,15756277.0,850,3,2,43,7,92244.83,2,1,0,54949.73,0,2016-05-03 00:00:00
9143,15663312.0,494,1,2,35,6,112727.06,2,1,0,183752.91,0,2017-07-17 00:00:00
